city,name,total,s_year,s_month,s_day,s_quarter,s_hour,orders_count  
嘉義,cash,171,2021,4,18,2,9,1
嘉義,cash,636,2021,4,18,2,11,4
嘉義,cash,39,2021,4,18,2,13,1
嘉義,cash,128,2021,4,18,2,14,2
嘉義,cash,93,2021,4,18,2,15,1
嘉義,cash,155,2021,4,18,2,16,1
嘉義,cash,124,2021,4,18,2,17,1
嘉義,cash,163,2021,4,18,2,18,1
台中,cash,1073,2021,4,18,2,9,8
台中,cash,905,2021,4,18,2,10,14
台中,cash,1141,2021,4,18,2,11,16
台中,cash,1938,2021,4,18,2,12,16
台中,cash,996,2021,4,18,2,13,14
台中,cash,2424,2021,4,18,2,14,20
台中,cash,1293,2021,4,18,2,15,15
台中,cash,845,2021,4,18,2,16,12
台中,cash,1029,2021,4,18,2,17,12
台中,cash,1229,2021,4,18,2,18,15
台中,cash,959,2021,4,18,2,19,7
台中,cash,800,2021,4,18,2,20,12
台中,cash,788,2021,4,18,2,21,9
台中,easycard,205,2021,4,18,2,9,1
台中,easycard,60,2021,4,18,2,10,1
台中,easycard,272,2021,4,18,2,11,2
台中,easycard,110,2021,4,18,2,12,2
台中,easycard,58,2021,4,18,2,14,1
台中,easycard,298,2021,4,18,2,15,2
台中,easycard,39,2021,4,18,2,16,1
台中,easycard,36,2021,4,18,2,18,1
台中,easycard,102,2021,4,18,2,19,2
台中,easycard,68,2021,4,18,2,20,1
台中,linepay,241,2021,4,18,2,9,1
台中,linepay,87,2021,4,18,2,10,1
台中,linepay,187,2021,4,18,2,11,2
台中,linepay,93,2021,4,18,2,12,1
台中,linepay,35,2021,4,18,2,13,1
台中,linepay,51,2021,4,18,2,15,1
台中,linepay,106,2021,4,18,2,16,3
台中,linepay,178,2021,4,18,2,17,3
台中,linepay,80,2021,4,18,2,19,1
台中,linepay,39,2021,4,26,2,16,1
台中,linepay,82,2021,4,26,2,18,2
台中,linepay,179,2021,4,26,2,19,1
台中,linepay,375,2021,4,26,2,20,4
雲林,cash,652,2021,4,30,2,9,3
雲林,cash,2550,2021,4,30,2,10,14
雲林,cash,1751,2021,4,30,2,11,11
雲林,cash,1602,2021,4,30,2,12,9
雲林,cash,1938,2021,4,30,2,13,13
雲林,cash,564,2021,4,30,2,14,3
雲林,cash,351,2021,4,30,2,15,5
雲林,cash,1155,2021,4,30,2,16,7
雲林,cash,793,2021,4,30,2,17,6
雲林,cash,1026,2021,4,30,2,18,8
雲林,cash,511,2021,4,30,2,19,4
雲林,cash,292,2021,4,30,2,20,2
雲林,cash,324,2021,4,30,2,21,2
台中,cash,481,2021,5,1,2,15,2
台中,cash,611,2021,5,1,2,16,5
台中,cash,1050,2021,5,1,2,17,5
台中,cash,1422,2021,5,1,2,18,6
台中,cash,2158,2021,5,1,2,19,3
台中,cash,115,2021,5,1,2,20,1
台中,cash,123,2021,5,1,2,21,1
桃園,linepay,245,2021,5,1,2,12,5
桃園,linepay,796,2021,5,1,2,13,11
桃園,linepay,466,2021,5,1,2,14,6
桃園,linepay,201,2021,5,1,2,15,4
桃園,linepay,96,2021,5,1,2,16,2
桃園,linepay,462,2021,5,1,2,17,6
桃園,linepay,324,2021,5,1,2,18,3
台中,cash,141,2021,4,18,2,9,1
台中,cash,550,2021,4,18,2,10,5
台中,cash,570,2021,4,18,2,11,4
台中,cash,1122,2021,4,18,2,12,8
台中,cash,617,2021,4,18,2,13,5
台中,cash,2065,2021,4,18,2,14,5
台中,cash,350,2021,4,18,2,15,3
台中,cash,620,2021,4,18,2,16,4
台中,cash,278,2021,4,18,2,17,2
台中,cash,365,2021,4,18,2,18,3
台中,cash,237,2021,4,18,2,19,2
台中,cash,518,2021,4,18,2,20,2
台中,cash,187,2021,4,18,2,21,1
彰化,cash,587,2021,4,18,2,9,6
彰化,cash,1592,2021,4,18,2,10,18
彰化,cash,2163,2021,4,18,2,11,24
彰化,cash,1819,2021,4,18,2,12,25
彰化,cash,2304,2021,4,18,2,13,19
彰化,cash,1909,2021,4,18,2,14,19
彰化,cash,1816,2021,4,18,2,15,20
彰化,cash,1116,2021,4,18,2,16,10
彰化,cash,1320,2021,4,18,2,17,14
彰化,cash,1242,2021,4,18,2,18,10
彰化,cash,1276,2021,4,18,2,19,14
彰化,cash,835,2021,4,18,2,20,10
彰化,cash,690,2021,4,18,2,21,9
彰化,cash,32,2021,4,18,2,22,1
彰化,easycard,108,2021,4,18,2,9,1
彰化,easycard,99,2021,4,18,2,13,1
彰化,easycard,83,2021,4,18,2,15,1
彰化,easycard,125,2021,4,18,2,16,2
彰化,easycard,68,2021,4,18,2,17,1
彰化,easycard,270,2021,4,18,2,18,4
彰化,linepay,160,2021,4,18,2,9,2
彰化,linepay,57,2021,4,18,2,11,1
彰化,linepay,56,2021,4,18,2,12,1
彰化,linepay,281,2021,4,18,2,13,1
彰化,linepay,118,2021,4,18,2,14,1
彰化,linepay,211,2021,4,18,2,15,1
彰化,linepay,38,2021,4,18,2,21,1
彰化,national_credit_card,53,2021,4,18,2,12,1
彰化,national_credit_card,256,2021,4,18,2,16,1
彰化,national_credit_card,307,2021,4,18,2,19,1
雲林,Foodpanda,161,2021,4,26,2,10,2
雲林,Foodpanda,785,2021,4,26,2,11,3
雲林,Foodpanda,805,2021,4,26,2,12,5
雲林,Foodpanda,73,2021,4,26,2,13,1
雲林,Foodpanda,561,2021,4,26,2,14,4
雲林,Foodpanda,156,2021,4,26,2,15,1
雲林,Foodpanda,98,2021,4,26,2,16,1
雲林,Foodpanda,193,2021,4,26,2,17,2
雲林,Foodpanda,292,2021,4,26,2,18,2
雲林,Foodpanda,406,2021,4,26,2,19,2
雲林,Foodpanda,272,2021,4,26,2,21,2
雲林,cash,1859,2021,4,26,2,9,7
雲林,cash,1323,2021,4,26,2,10,8
雲林,cash,1556,2021,4,26,2,11,11
雲林,cash,1904,2021,4,26,2,12,13
雲林,cash,1077,2021,4,26,2,13,8
雲林,cash,1238,2021,4,26,2,14,11
雲林,cash,1162,2021,4,26,2,15,9
雲林,cash,446,2021,4,26,2,16,4
雲林,cash,723,2021,4,26,2,17,6
雲林,cash,1309,2021,4,26,2,18,11
雲林,cash,370,2021,4,26,2,19,6
雲林,cash,470,2021,4,26,2,20,4
雲林,cash,389,2021,4,26,2,21,2
新竹,cash,1141,2021,4,30,2,10,13
新竹,cash,2087,2021,4,30,2,11,22
新竹,UberEats,808,2021,4,18,2,13,8
新竹,UberEats,347,2021,4,18,2,18,3
新竹,UberEats,951,2021,4,18,2,19,7
新竹,UberEats,431,2021,4,18,2,20,3
新竹,UberEats,63,2021,4,18,2,21,1
新竹,cash,746,2021,4,18,2,9,10
新竹,cash,387,2021,4,18,2,10,8
新竹,cash,1115,2021,4,18,2,11,18
新竹,cash,2492,2021,4,18,2,12,21
新竹,cash,2498,2021,4,18,2,13,21
新竹,cash,1237,2021,4,18,2,14,18
新竹,cash,1639,2021,4,18,2,15,18
新竹,cash,1193,2021,4,18,2,16,15
新竹,cash,1870,2021,4,18,2,17,21
新竹,cash,1829,2021,4,18,2,18,23
新竹,cash,1544,2021,4,18,2,19,27
新竹,cash,1563,2021,4,18,2,20,22
新竹,cash,1059,2021,4,18,2,21,16
新竹,easycard,64,2021,4,18,2,9,2
新竹,easycard,77,2021,4,18,2,10,1
新竹,easycard,139,2021,4,18,2,11,2
新竹,easycard,198,2021,4,18,2,12,3
新竹,easycard,51,2021,4,18,2,13,1
新竹,easycard,184,2021,4,18,2,15,1
新竹,easycard,176,2021,4,18,2,16,2
新竹,easycard,188,2021,4,18,2,17,3
新竹,easycard,368,2021,4,18,2,18,5
新竹,easycard,60,2021,4,18,2,19,1
新竹,easycard,171,2021,4,18,2,20,3
新竹,linepay,494,2021,4,18,2,11,2
新竹,linepay,80,2021,4,18,2,12,2
新竹,linepay,158,2021,4,18,2,13,4
新竹,linepay,249,2021,4,18,2,14,3
新竹,linepay,126,2021,4,18,2,15,2
新竹,linepay,85,2021,4,18,2,16,2
新竹,linepay,107,2021,4,18,2,17,2
新竹,linepay,170,2021,4,18,2,18,3
新竹,linepay,317,2021,4,18,2,19,4
新竹,linepay,285,2021,4,18,2,20,4
新竹,linepay,50,2021,4,18,2,21,1
新竹,national_credit_card,81,2021,4,18,2,11,1
新竹,national_credit_card,98,2021,4,18,2,12,2
新竹,national_credit_card,93,2021,4,18,2,13,1
新竹,national_credit_card,172,2021,4,18,2,14,2
新竹,national_credit_card,61,2021,4,18,2,15,1
新竹,national_credit_card,119,2021,4,18,2,19,2
新竹,national_credit_card,122,2021,4,18,2,20,1
雲林,cash,699,2021,4,26,2,9,8
雲林,cash,1187,2021,4,26,2,10,13
雲林,cash,2274,2021,4,26,2,11,37
雲林,cash,1929,2021,4,26,2,12,34
雲林,cash,2151,2021,4,26,2,13,32
雲林,cash,1345,2021,4,26,2,14,20
雲林,cash,2127,2021,4,26,2,15,29
雲林,cash,1376,2021,4,26,2,16,21
雲林,cash,2523,2021,4,26,2,17,36
雲林,cash,1989,2021,4,26,2,18,34
雲林,cash,1949,2021,4,26,2,19,33
雲林,cash,1552,2021,4,26,2,20,28
雲林,cash,1092,2021,4,26,2,21,13
雲林,easycard,30,2021,4,26,2,10,1
雲林,easycard,93,2021,4,26,2,11,2
雲林,easycard,203,2021,4,26,2,12,4
雲林,easycard,99,2021,4,26,2,13,2
雲林,easycard,99,2021,4,26,2,14,2
雲林,easycard,235,2021,4,26,2,15,3
雲林,easycard,242,2021,4,26,2,17,1
雲林,easycard,53,2021,4,26,2,19,1
新竹,cash,1897,2021,4,30,2,12,31
苗栗,Foodpanda,71,2021,4,18,2,20,1
苗栗,cash,1131,2021,4,18,2,9,7
苗栗,cash,1205,2021,4,18,2,10,12
苗栗,cash,2215,2021,4,18,2,11,25
苗栗,cash,3729,2021,4,18,2,12,34
苗栗,cash,2519,2021,4,18,2,13,27
苗栗,cash,1953,2021,4,18,2,14,22
苗栗,cash,2062,2021,4,18,2,15,27
苗栗,cash,2139,2021,4,18,2,16,25
苗栗,cash,1889,2021,4,18,2,17,18
苗栗,cash,1711,2021,4,18,2,18,22
苗栗,cash,1620,2021,4,18,2,19,20
苗栗,cash,779,2021,4,18,2,20,12
苗栗,cash,867,2021,4,18,2,21,9
苗栗,easycard,30,2021,4,18,2,9,1
苗栗,easycard,202,2021,4,18,2,10,2
苗栗,easycard,96,2021,4,18,2,12,2
苗栗,easycard,251,2021,4,18,2,15,3
苗栗,easycard,115,2021,4,18,2,16,2
苗栗,easycard,169,2021,4,18,2,17,3
苗栗,easycard,228,2021,4,18,2,18,6
苗栗,linepay,306,2021,4,18,2,10,1
苗栗,linepay,159,2021,4,18,2,13,3
苗栗,linepay,294,2021,4,18,2,14,4
苗栗,linepay,101,2021,4,18,2,15,1
苗栗,linepay,113,2021,4,18,2,16,1
苗栗,linepay,388,2021,4,18,2,17,2
苗栗,linepay,445,2021,4,18,2,18,3
苗栗,linepay,200,2021,4,18,2,19,2
苗栗,linepay,62,2021,4,18,2,20,2
苗栗,national_credit_card,498,2021,4,18,2,12,3
苗栗,national_credit_card,31,2021,4,18,2,13,1
苗栗,national_credit_card,351,2021,4,18,2,18,1
台中,cash,391,2021,4,18,2,9,7
台中,cash,1918,2021,4,18,2,10,24
台中,cash,2363,2021,4,18,2,11,30
台中,cash,3092,2021,4,18,2,12,37
台中,cash,2941,2021,4,18,2,13,36
台中,cash,3367,2021,4,18,2,14,31
台中,cash,2992,2021,4,18,2,15,31
台中,cash,1926,2021,4,18,2,16,27
台中,cash,1453,2021,4,18,2,17,21
台中,cash,2189,2021,4,18,2,18,30
台中,cash,2460,2021,4,18,2,19,32
台中,cash,860,2021,4,18,2,20,14
台中,cash,1743,2021,4,18,2,21,24
台中,easycard,176,2021,4,18,2,11,2
台中,easycard,153,2021,4,18,2,12,3
台中,easycard,95,2021,4,18,2,13,2
台中,easycard,286,2021,4,18,2,14,2
台中,easycard,202,2021,4,18,2,15,3
台中,easycard,67,2021,4,18,2,16,2
台中,easycard,385,2021,4,18,2,17,6
台中,easycard,332,2021,4,18,2,18,7
台中,easycard,192,2021,4,18,2,19,4
台中,easycard,303,2021,4,18,2,20,3
台中,easycard,95,2021,4,18,2,21,1
台中,linepay,209,2021,4,18,2,9,2
台中,linepay,159,2021,4,18,2,10,2
台中,linepay,39,2021,4,18,2,11,1
台中,linepay,452,2021,4,18,2,12,5
台中,linepay,357,2021,4,18,2,13,5
台中,linepay,236,2021,4,18,2,14,4
台中,linepay,204,2021,4,18,2,15,2
台中,linepay,167,2021,4,18,2,17,3
台中,linepay,255,2021,4,18,2,18,3
台中,linepay,158,2021,4,18,2,19,4
台中,linepay,209,2021,4,18,2,20,3
台中,linepay,66,2021,4,18,2,21,1
台中,national_credit_card,56,2021,4,18,2,13,1
台中,national_credit_card,40,2021,4,18,2,14,1
台中,national_credit_card,93,2021,4,18,2,17,1
雲林,cash,742,2021,4,18,2,8,6
雲林,cash,1388,2021,4,18,2,9,14
雲林,cash,1775,2021,4,18,2,10,22
雲林,cash,2677,2021,4,18,2,11,28
雲林,cash,3709,2021,4,18,2,12,31
雲林,cash,1794,2021,4,18,2,13,18
雲林,cash,2887,2021,4,18,2,14,24
雲林,cash,1628,2021,4,18,2,15,18
雲林,cash,1686,2021,4,18,2,16,16
雲林,cash,2131,2021,4,18,2,17,25
雲林,cash,1354,2021,4,18,2,18,17
雲林,cash,891,2021,4,18,2,19,14
雲林,cash,439,2021,4,18,2,20,6
雲林,easycard,207,2021,4,18,2,12,2
雲林,easycard,320,2021,4,18,2,13,3
雲林,easycard,32,2021,4,18,2,18,1
雲林,easycard,100,2021,4,18,2,20,1
雲林,linepay,352,2021,4,18,2,10,1
雲林,linepay,236,2021,4,18,2,12,2
雲林,linepay,35,2021,4,18,2,14,1
雲林,linepay,118,2021,4,18,2,17,1
雲林,linepay,181,2021,4,18,2,18,1
雲林,linepay,216,2021,4,18,2,19,2
雲林,linepay,40,2021,4,18,2,20,1
雲林,national_credit_card,156,2021,4,18,2,11,1
雲林,national_credit_card,65,2021,4,18,2,15,1
雲林,national_credit_card,72,2021,4,18,2,17,1
彰化,Foodpanda,1210,2021,4,18,2,15,3
彰化,Foodpanda,1273,2021,4,18,2,16,7
彰化,Foodpanda,527,2021,4,18,2,17,4
彰化,Foodpanda,212,2021,4,18,2,18,2
彰化,Foodpanda,268,2021,4,18,2,19,3
彰化,Foodpanda,103,2021,4,18,2,20,1
彰化,cash,1377,2021,4,18,2,9,12
彰化,cash,3404,2021,4,18,2,10,38
彰化,cash,4733,2021,4,18,2,11,48
彰化,cash,5626,2021,4,18,2,12,46
彰化,cash,5061,2021,4,18,2,13,41
彰化,cash,3752,2021,4,18,2,14,30
彰化,cash,3774,2021,4,18,2,15,31
彰化,cash,1679,2021,4,18,2,16,24
彰化,cash,2384,2021,4,18,2,17,29
彰化,cash,2731,2021,4,18,2,18,40
彰化,cash,2890,2021,4,18,2,19,29
彰化,cash,1015,2021,4,18,2,20,20
彰化,cash,1036,2021,4,18,2,21,16
彰化,cash,66,2021,4,18,2,22,1
彰化,easycard,63,2021,4,18,2,9,1
彰化,easycard,301,2021,4,18,2,10,4
彰化,easycard,158,2021,4,18,2,11,2
彰化,easycard,399,2021,4,18,2,12,3
彰化,easycard,264,2021,4,18,2,13,4
彰化,easycard,149,2021,4,18,2,15,2
彰化,easycard,256,2021,4,18,2,16,3
彰化,easycard,190,2021,4,18,2,17,3
彰化,easycard,415,2021,4,18,2,18,4
彰化,easycard,166,2021,4,18,2,19,3
彰化,linepay,67,2021,4,18,2,9,1
彰化,linepay,167,2021,4,18,2,10,2
彰化,linepay,86,2021,4,18,2,11,1
彰化,linepay,75,2021,4,18,2,12,1
彰化,linepay,433,2021,4,18,2,14,2
彰化,linepay,211,2021,4,18,2,15,2
彰化,linepay,182,2021,4,18,2,16,2
彰化,linepay,85,2021,4,18,2,17,1
